case_id,run_id_hidden,masked_evidence_text,proposed_component,proposed_category,proposed_cause,operator_label_aligned,correct_human,correct_proxy,proxy_reason,proxy_raw
K0246,F4-r5-C2-llm-freeform,,unknown,,,0,,0,The diagnosis 'unknown' is not a valid component identification based on the evidence.,"```json
{
  ""correct"": false,
  ""reason"": ""The diagnosis 'unknown' is not a valid component identification based on the evidence.""
}
```"
K0247,F1-r1-C4-rule-grounded,"- type=ChangedFile resource=migrations/versions/002_fault.py msg='type=database-migration'
- type=GitDiff resource=ihsenalaya/idp-preview msg='diff stored in ConfigMap ""preview-diff-pr-9101"" (key diff.patch)'
- type=JobLog resource=pod/postgres-migrate-tr5xq container/migration msg='File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/engine/default.py"", line 941, in do_execute cursor.execute(statement, parameters) sqlalchemy.exc.ProgrammingError: (psycopg2.errors.SyntaxError) syntax error at or…'
- type=KubernetesEvent resource=Job/postgres-migrate msg='Job/postgres-migrate: Job has reached the specified backoff limit'
- type=PodLog resource=pod/postgres-d599444bf-h8k7m container/postgres msg='2026-05-23 05:31:18.668 UTC [58] LOG:  database system was shut down at 2026-05-23 05:31:18 UTC 2026-05-23 05:31:18.681 UTC [1] LOG:  database system is ready to accept connections 2026-05-23 05:31:30.631 UTC [70] ERROR:…'
- type=PreviewCondition resource=Ready msg='status=False reason=DatabaseMigrationFailed message=database migration job preview-pr-9101/postgres-migrate failed: Job has reached the specified backoff limit'
- type=PreviewCondition resource=MigrationReady msg='status=False reason=JobRunning message=Database migration job postgres-migrate is running'",migration-job,,,1,,1,The evidence clearly points to a failure in the database migration job due to a SQL syntax error.,"```json
{
  ""correct"": true,
  ""reason"": ""The evidence clearly points to a failure in the database migration job due to a SQL syntax error.""
}
```"
K0248,F9-r4-C2-rule-grounded,,unknown,,,0,,0,The diagnosis 'unknown' is not a valid component identification based on the evidence.,"```json
{
  ""correct"": false,
  ""reason"": ""The diagnosis 'unknown' is not a valid component identification based on the evidence.""
}
```"
K0249,F8-r1-C5-rule-grounded,"- type=ChangedFile resource=app.py msg='type=backend'
- type=GitDiff resource=ihsenalaya/idp-preview msg='diff stored in ConfigMap ""preview-diff-pr-9801"" (key diff.patch)'
- type=PreviewCondition resource=AIEnrichmentReady msg='status=True reason=AIEnrichmentCompleted message=AI enrichment seed=Succeeded, tests=Succeeded'
- type=PreviewCondition resource=Ready msg='status=True reason=AllResourcesReady message=Preview environment running at http://pr-9801.preview.ihsenalaya.xyz'
- type=PreviewCondition resource=MigrationReady msg='status=True reason=JobAlreadySucceeded message=Database migration job already completed'
- type=PreviewCondition resource=SeedReady msg='status=True reason=TaskDisabled message=Database seed task is disabled'
- type=PreviewCondition resource=Approved msg='status=True reason=Approved message=Approved by: '
- type=PreviewCondition resource=TestSuiteReady msg='status=False reason=TestSuiteFailed message=smoke=Succeeded(2p/0f), contract=Failed(0p/1f), regression=Succeeded(9p/0f), e2e=Failed(1p/5f)'
- type=PreviewCondition resource=DatabaseReady msg='status=True reason=PostgreSQLProvisioned message=PostgreSQL 15 running — credentials in secret preview-pr-9801/postgres-credentials'
- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=e2e msg='phase=Failed passed=1 failed=5 FAIL e2e catalog_page_loads: timeout — Locator.wait_for: Timeout 10000ms exceeded. PASS e2e preview_badge_shown FAIL e2e product_detail_panel: timeout — Locator.wait_for: Timeout 10000ms ex…'
- type=TestResult resource=regression msg='phase=Succeeded passed=9 failed=0 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 PASS regression product_detail: 200 PASS regression product_not_found: 404 PASS regressi…'
- type=TestResult resource=contract msg='phase=Failed passed=0 failed=1 FAIL contract: submit failed: HTTP 500: {""timestamp"":1779525367764,""status"":500,""error"":""Internal Server Error"",""path"":""/api/tests""}'",backend,,,1,,1,The contract and e2e test failures point to the backend service returning HTTP 500 errors.,"```json
{
  ""correct"": true,
  ""reason"": ""The contract and e2e test failures point to the backend service returning HTTP 500 errors.""
}
```"
K0250,F3-r4-C2-llm-grounded,"- type=KubernetesEvent resource=Pod/postgres-migrate-rqjn2 msg='Pod/postgres-migrate-rqjn2: Error: ErrImagePull'
- type=KubernetesEvent resource=Pod/postgres-migrate-rqjn2 msg='Pod/postgres-migrate-rqjn2: Failed to pull image ""testagentdevops.azurecr.io/idp-preview:baseline-fp-nonexistent"": [rpc error: code = NotFound desc = failed to pull and unpack image ""testagentdevops.azurecr.io/idp-previe…'
- type=KubernetesEvent resource=Pod/postgres-migrate-rqjn2 msg='Pod/postgres-migrate-rqjn2: Error: ImagePullBackOff'
- type=PodLog resource=pod/postgres-5f7747dd68-7pggl container/postgres msg='2026-05-22 20:43:16.918 UTC [45] LOG:  database system was shut down at 2026-05-22 20:43:16 UTC 2026-05-22 20:43:16.932 UTC [42] LOG:  database system is ready to accept connections done 2026-05-22 20:43:17.544 UTC [1] L…'",Container Registry,,,0,,1,The evidence shows an image pull failure due to a non-existent image in the container registry.,"```json
{
  ""correct"": true,
  ""reason"": ""The evidence shows an image pull failure due to a non-existent image in the container registry.""
}
```"
K0251,F8-r5-C3-llm-grounded,"- type=TestResult resource=contract msg='phase=Failed passed=0 failed=1 FAIL contract: submit failed: HTTP 500: {""timestamp"":1779526845901,""status"":500,""error"":""Internal Server Error"",""path"":""/api/tests""}'
- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=e2e msg='phase=Failed passed=1 failed=5 FAIL e2e catalog_page_loads: timeout — Locator.wait_for: Timeout 10000ms exceeded. PASS e2e preview_badge_shown FAIL e2e product_detail_panel: timeout — Locator.wait_for: Timeout 10000ms ex…'
- type=TestResult resource=regression msg='phase=Succeeded passed=9 failed=0 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 PASS regression product_detail: 200 PASS regression product_not_found: 404 PASS regressi…'",application,,,1,,1,"The evidence shows application-level failures (HTTP 500, timeouts in e2e tests) while smoke and regression tests pass, indicating the application is the failing component.","```json
{
  ""correct"": true,
  ""reason"": ""The evidence shows application-level failures (HTTP 500, timeouts in e2e tests) while smoke and regression tests pass, indicating the application is the failing component.""
}
```"
K0252,F5-r10-C2-rule-grounded,,unknown,,,0,,0,The diagnosis 'unknown' is not a valid component diagnosis based on the evidence.,"```json
{
  ""correct"": false,
  ""reason"": ""The diagnosis 'unknown' is not a valid component diagnosis based on the evidence.""
}
```"
K0253,F2-r2-C3-rule-grounded,"- type=JobLog resource=pod/postgres-migrate-kcffg container/migration msg='INFO  [alembic.runtime.migration] Context impl PostgresqlImpl. INFO  [alembic.runtime.migration] Will assume transactional DDL. INFO  [alembic.runtime.migration] Running upgrade  -> 001, initial schema'
- type=KubernetesEvent resource=Pod/svc-backend-5c54d57c9c-q66rz msg='Pod/svc-backend-5c54d57c9c-q66rz: Back-off restarting failed container backend in pod svc-backend-5c54d57c9c-q66rz_preview-pr-9202(8a6d5ae6-9666-4430-853b-a3ce2af6ba28)'
- type=PodLog resource=pod/postgres-5dd6f6bdb5-ccjqc container/postgres msg='2026-05-22 18:20:00.212 UTC [45] LOG:  database system was shut down at 2026-05-22 18:19:59 UTC 2026-05-22 18:20:00.233 UTC [42] LOG:  database system is ready to accept connections done 2026-05-22 18:20:00.814 UTC [1] L…'",unknown,,,0,,0,"The evidence points to a failing migration job or backend service, not 'unknown'.","```json
{
  ""correct"": false,
  ""reason"": ""The evidence points to a failing migration job or backend service, not 'unknown'.""
}
```"
K0254,F7-r3-C1-llm-freeform,,unknown,,,0,,0,The diagnosis 'unknown' is not a valid component identification based on the evidence.,"```json
{
  ""correct"": false,
  ""reason"": ""The diagnosis 'unknown' is not a valid component identification based on the evidence.""
}
```"
K0255,F6-r7-C5-llm-freeform,"- type=ChangedFile resource=app.py msg='type=backend'
- type=GitDiff resource=ihsenalaya/idp-preview msg='diff stored in ConfigMap ""preview-diff-pr-9607"" (key diff.patch)'
- type=JobLog resource=pod/postgres-migrate-mx7z8 container/migration msg='File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/engine/base.py"", line 1967, in _exec_single_context File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/engine/default.py"", line 941, in do_execute cursor.exe…'
- type=KubernetesEvent resource=Job/postgres-migrate msg='Job/postgres-migrate: Job has reached the specified backoff limit'
- type=PodLog resource=pod/postgres-68f8747f4b-qzhcs container/postgres msg='2026-05-23 02:53:01.281 UTC [1] LOG:  database system is ready to accept connections 2026-05-23 02:53:15.357 UTC [72] ERROR:  duplicate key value violates unique constraint ""pg_type_typname_nsp_index"" 2026-05-23 02:53:15…'
- type=PreviewCondition resource=Ready msg='status=False reason=DatabaseMigrationFailed message=database migration job preview-pr-9607/postgres-migrate failed: Job has reached the specified backoff limit'
- type=PreviewCondition resource=MigrationReady msg='status=False reason=JobRunning message=Database migration job postgres-migrate is running'",database migration,,,0,,1,The evidence clearly points to a failure in the database migration job due to a duplicate key violation.,"```json
{
  ""correct"": true,
  ""reason"": ""The evidence clearly points to a failure in the database migration job due to a duplicate key violation.""
}
```"
K0256,F4-r8-C3-rule-grounded,"- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=e2e msg='phase=Failed passed=1 failed=5 FAIL e2e catalog_page_loads: timeout — Locator.wait_for: Timeout 10000ms exceeded. PASS e2e preview_badge_shown FAIL e2e product_detail_panel: timeout — Locator.wait_for: Timeout 10000ms ex…'
- type=TestResult resource=regression msg='phase=Succeeded passed=9 failed=0 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 PASS regression product_detail: 200 PASS regression product_not_found: 404 PASS regressi…'
- type=TestResult resource=contract msg='phase=Failed passed=0 failed=1 FAIL contract: submit failed: HTTP 500: {""timestamp"":1779487226304,""status"":500,""error"":""Internal Server Error"",""path"":""/api/tests""}'",backend,,,1,,1,The contract test failure with HTTP 500 indicates the backend service is failing to handle requests.,"```json
{
  ""correct"": true,
  ""reason"": ""The contract test failure with HTTP 500 indicates the backend service is failing to handle requests.""
}
```"
K0257,F8-r1-C3-llm-grounded,"- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=e2e msg='phase=Failed passed=1 failed=5 FAIL e2e catalog_page_loads: timeout — Locator.wait_for: Timeout 10000ms exceeded. PASS e2e preview_badge_shown FAIL e2e product_detail_panel: timeout — Locator.wait_for: Timeout 10000ms ex…'
- type=TestResult resource=regression msg='phase=Succeeded passed=9 failed=0 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 PASS regression product_detail: 200 PASS regression product_not_found: 404 PASS regressi…'
- type=TestResult resource=contract msg='phase=Failed passed=0 failed=1 FAIL contract: submit failed: HTTP 500: {""timestamp"":1779525367764,""status"":500,""error"":""Internal Server Error"",""path"":""/api/tests""}'",application,,,1,,1,"The evidence shows multiple test failures indicating the application is not responding correctly, especially with HTTP 500 errors.","```json
{
  ""correct"": true,
  ""reason"": ""The evidence shows multiple test failures indicating the application is not responding correctly, especially with HTTP 500 errors.""
}
```"
K0258,F6-r8-C3-rule-grounded,"- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=contract msg='phase=Failed passed=0 failed=1 FAIL contract: submit failed: HTTP 500: {""timestamp"":1779524121198,""status"":500,""error"":""Internal Server Error"",""path"":""/api/tests""}'
- type=TestResult resource=e2e msg='phase=Failed passed=1 failed=5 FAIL e2e catalog_page_loads: timeout — Locator.wait_for: Timeout 10000ms exceeded. PASS e2e preview_badge_shown FAIL e2e product_detail_panel: timeout — Locator.wait_for: Timeout 10000ms ex…'
- type=TestResult resource=regression msg='phase=Succeeded passed=9 failed=0 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 PASS regression product_detail: 200 PASS regression product_not_found: 404 PASS regressi…'",backend,,,1,,1,The contract and e2e test failures indicate the backend is returning 500 errors and timing out.,"```json
{
  ""correct"": true,
  ""reason"": ""The contract and e2e test failures indicate the backend is returning 500 errors and timing out.""
}
```"
K0259,F1-r2-C5-llm-freeform,"- type=ChangedFile resource=migrations/versions/002_fault.py msg='type=database-migration'
- type=GitDiff resource=ihsenalaya/idp-preview msg='diff stored in ConfigMap ""preview-diff-pr-9102"" (key diff.patch)'
- type=JobLog resource=pod/postgres-migrate-4xxw4 container/migration msg='File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/engine/base.py"", line 1967, in _exec_single_context File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/engine/default.py"", line 941, in do_execute cursor.exe…'
- type=KubernetesEvent resource=Job/postgres-migrate msg='Job/postgres-migrate: Job has reached the specified backoff limit'
- type=PodLog resource=pod/postgres-7f766475c6-z7cnk container/postgres msg='2026-05-23 05:33:21.762 UTC [58] LOG:  database system was shut down at 2026-05-23 05:33:21 UTC 2026-05-23 05:33:21.776 UTC [1] LOG:  database system is ready to accept connections 2026-05-23 05:33:34.218 UTC [72] ERROR:…'
- type=PreviewCondition resource=Ready msg='status=False reason=DatabaseMigrationFailed message=database migration job preview-pr-9102/postgres-migrate failed: Job has reached the specified backoff limit'
- type=PreviewCondition resource=MigrationReady msg='status=False reason=JobRunning message=Database migration job postgres-migrate is running'",database migration,,,1,,1,The evidence clearly points to the database migration job failing due to an error in the migration script.,"```json
{
  ""correct"": true,
  ""reason"": ""The evidence clearly points to the database migration job failing due to an error in the migration script.""
}
```"
K0260,F3-r5-C1-rule-grounded,- type=PodLog resource=pod/postgres-8697958b79-l8fq5 container/postgres msg='2026-05-22 20:45:03.617 UTC [44] LOG:  database system was shut down at 2026-05-22 20:45:03 UTC 2026-05-22 20:45:03.647 UTC [41] LOG:  database system is ready to accept connections done 2026-05-22 20:45:04.267 UTC [1] L…',unknown,,,0,,0,"The evidence shows the PostgreSQL database is operational, not failing, so 'unknown' is incorrect.","```json
{
  ""correct"": false,
  ""reason"": ""The evidence shows the PostgreSQL database is operational, not failing, so 'unknown' is incorrect.""
}
```"
K0261,F2-r8-C2-llm-freeform,"- type=JobLog resource=pod/postgres-migrate-jdzlp container/migration msg='INFO  [alembic.runtime.migration] Context impl PostgresqlImpl. INFO  [alembic.runtime.migration] Will assume transactional DDL. INFO  [alembic.runtime.migration] Running upgrade  -> 001, initial schema'
- type=KubernetesEvent resource=Pod/svc-backend-5f444fbd49-5gjxw msg='Pod/svc-backend-5f444fbd49-5gjxw: Back-off restarting failed container backend in pod svc-backend-5f444fbd49-5gjxw_preview-pr-9208(42e504b9-462f-4016-94b4-635bd45cfce2)'
- type=PodLog resource=pod/svc-backend-5f444fbd49-5gjxw container/backend msg='Traceback (most recent call last): File ""/app/app.py"", line 15, in <module> ~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^ File ""<frozen os>"", line 714, in __getitem__ KeyError: \'DATABASE_URL_FP_MISSING\''
- type=PodLog resource=pod/postgres-6f75847c79-sx8pn container/postgres msg='2026-05-22 19:35:39.015 UTC [45] LOG:  database system was shut down at 2026-05-22 19:35:38 UTC 2026-05-22 19:35:39.057 UTC [42] LOG:  database system is ready to accept connections done 2026-05-22 19:35:39.689 UTC [1] L…'",backend service,,,0,,1,"The backend service fails due to a missing 'DATABASE_URL_FP_MISSING' environment variable, which the evidence directly supports.","```json
{
  ""correct"": true,
  ""reason"": ""The backend service fails due to a missing 'DATABASE_URL_FP_MISSING' environment variable, which the evidence directly supports.""
}
```"
K0262,F10-r9-C3-llm-freeform,"- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=e2e msg='phase=Failed passed=1 failed=5 FAIL e2e catalog_page_loads: timeout — Locator.wait_for: Timeout 10000ms exceeded. PASS e2e preview_badge_shown FAIL e2e product_detail_panel: timeout — Locator.wait_for: Timeout 10000ms ex…'
- type=TestResult resource=regression msg='phase=Succeeded passed=9 failed=0 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 PASS regression product_detail: 200 PASS regression product_not_found: 404 PASS regressi…'
- type=TestResult resource=contract msg='phase=Failed passed=0 failed=1 FAIL contract: submit failed: HTTP 500: {""timestamp"":1779537047705,""status"":500,""error"":""Internal Server Error"",""path"":""/api/tests""}'",application,,,0,,1,"The evidence shows HTTP 500 errors and timeouts in e2e/contract tests, pointing to the application as the failing component.","```json
{
  ""correct"": true,
  ""reason"": ""The evidence shows HTTP 500 errors and timeouts in e2e/contract tests, pointing to the application as the failing component.""
}
```"
K0263,F8-r6-C5-llm-grounded,"- type=ChangedFile resource=app.py msg='type=backend'
- type=GitDiff resource=ihsenalaya/idp-preview msg='diff stored in ConfigMap ""preview-diff-pr-9806"" (key diff.patch)'
- type=PreviewCondition resource=AIEnrichmentReady msg='status=True reason=AIEnrichmentCompleted message=AI enrichment seed=Succeeded, tests=Succeeded'
- type=PreviewCondition resource=MigrationReady msg='status=True reason=JobAlreadySucceeded message=Database migration job already completed'
- type=PreviewCondition resource=SeedReady msg='status=True reason=TaskDisabled message=Database seed task is disabled'
- type=PreviewCondition resource=Approved msg='status=True reason=Approved message=Approved by: '
- type=PreviewCondition resource=TestSuiteReady msg='status=False reason=TestSuiteFailed message=smoke=Succeeded(2p/0f), contract=Failed(0p/1f), regression=Succeeded(9p/0f), e2e=Failed(1p/5f)'
- type=PreviewCondition resource=DatabaseReady msg='status=True reason=PostgreSQLProvisioned message=PostgreSQL 15 running — credentials in secret preview-pr-9806/postgres-credentials'
- type=PreviewCondition resource=Ready msg='status=True reason=AllResourcesReady message=Preview environment running at http://pr-9806.preview.ihsenalaya.xyz'
- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=e2e msg='phase=Failed passed=1 failed=5 FAIL e2e catalog_page_loads: timeout — Locator.wait_for: Timeout 10000ms exceeded. PASS e2e preview_badge_shown FAIL e2e product_detail_panel: timeout — Locator.wait_for: Timeout 10000ms ex…'
- type=TestResult resource=regression msg='phase=Succeeded passed=9 failed=0 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 PASS regression product_detail: 200 PASS regression product_not_found: 404 PASS regressi…'
- type=TestResult resource=contract msg='phase=Failed passed=0 failed=1 FAIL contract: submit failed: HTTP 500: {""timestamp"":1779527129758,""status"":500,""error"":""Internal Server Error"",""path"":""/api/tests""}'",API,,,1,,1,"The contract test failure shows an HTTP 500 error from the /api/tests endpoint, indicating the API is the failing component.","```json
{
  ""correct"": true,
  ""reason"": ""The contract test failure shows an HTTP 500 error from the /api/tests endpoint, indicating the API is the failing component.""
}
```"
K0264,F5-r1-C2-llm-grounded,,unknown,,,0,,0,The diagnosis 'unknown' is not a valid component diagnosis based on the evidence.,"```json
{
  ""correct"": false,
  ""reason"": ""The diagnosis 'unknown' is not a valid component diagnosis based on the evidence.""
}
```"
K0265,F2-r7-C5-rule-grounded,"- type=ChangedFile resource=app.py msg='type=backend'
- type=GitDiff resource=ihsenalaya/idp-preview msg='diff stored in ConfigMap ""preview-diff-pr-9207"" (key diff.patch)'
- type=JobLog resource=pod/postgres-migrate-cvv6r container/migration msg='INFO  [alembic.runtime.migration] Context impl PostgresqlImpl. INFO  [alembic.runtime.migration] Will assume transactional DDL. INFO  [alembic.runtime.migration] Running upgrade  -> 001, initial schema'
- type=KubernetesEvent resource=Pod/svc-backend-54684fcb95-sr6m4 msg='Pod/svc-backend-54684fcb95-sr6m4: Back-off restarting failed container backend in pod svc-backend-54684fcb95-sr6m4_preview-pr-9207(80c17fc3-1caa-4d3c-920f-e1898bd8d095)'
- type=PodLog resource=pod/postgres-59959dd4c4-rnzfb container/postgres msg='2026-05-22 19:33:05.189 UTC [44] LOG:  database system was shut down at 2026-05-22 19:33:04 UTC 2026-05-22 19:33:05.209 UTC [41] LOG:  database system is ready to accept connections done 2026-05-22 19:33:05.859 UTC [1] L…'
- type=PodLog resource=pod/svc-backend-54684fcb95-sr6m4 container/backend msg='Traceback (most recent call last): File ""/app/app.py"", line 15, in <module> ~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^ File ""<frozen os>"", line 714, in __getitem__ KeyError: \'DATABASE_URL_FP_MISSING\''
- type=PreviewCondition resource=MigrationReady msg='status=True reason=JobAlreadySucceeded message=Database migration job already completed'
- type=PreviewCondition resource=SeedReady msg='status=True reason=TaskDisabled message=Database seed task is disabled'
- type=PreviewCondition resource=Ready msg='status=False reason=DeploymentFailed message=ReplicaSet ""svc-backend-54684fcb95"" has timed out progressing.'",migration-job,,,0,,0,"The evidence shows the migration job succeeded, but the backend failed due to a missing DATABASE_URL_FP_MISSING environment variable.","```json
{
  ""correct"": false,
  ""reason"": ""The evidence shows the migration job succeeded, but the backend failed due to a missing DATABASE_URL_FP_MISSING environment variable.""
}
```"
K0266,F3-r5-C3-llm-grounded,"- type=KubernetesEvent resource=Pod/postgres-migrate-55cr4 msg='Pod/postgres-migrate-55cr4: Error: ImagePullBackOff'
- type=KubernetesEvent resource=Pod/postgres-migrate-55cr4 msg='Pod/postgres-migrate-55cr4: Failed to pull image ""testagentdevops.azurecr.io/idp-preview:baseline-fp-nonexistent"": [rpc error: code = NotFound desc = failed to pull and unpack image ""testagentdevops.azurecr.io/idp-previe…'
- type=KubernetesEvent resource=Pod/postgres-migrate-55cr4 msg='Pod/postgres-migrate-55cr4: Error: ErrImagePull'
- type=PodLog resource=pod/postgres-8697958b79-l8fq5 container/postgres msg='2026-05-22 20:45:03.617 UTC [44] LOG:  database system was shut down at 2026-05-22 20:45:03 UTC 2026-05-22 20:45:03.647 UTC [41] LOG:  database system is ready to accept connections done 2026-05-22 20:45:04.267 UTC [1] L…'",image registry,,,0,,1,The evidence shows an ImagePullBackOff error due to a missing image in the registry.,"```json
{
  ""correct"": true,
  ""reason"": ""The evidence shows an ImagePullBackOff error due to a missing image in the registry.""
}
```"
K0267,F4-r6-C5-rule-grounded,"- type=ChangedFile resource=app.py msg='type=backend'
- type=GitDiff resource=ihsenalaya/idp-preview msg='diff stored in ConfigMap ""preview-diff-pr-9406"" (key diff.patch)'
- type=PreviewCondition resource=TestSuiteReady msg='status=False reason=TestSuiteFailed message=smoke=Succeeded(2p/0f), contract=Failed(0p/1f), regression=Succeeded(9p/0f)'
- type=PreviewCondition resource=DatabaseReady msg='status=True reason=PostgreSQLProvisioned message=PostgreSQL 15 running — credentials in secret preview-pr-9406/postgres-credentials'
- type=PreviewCondition resource=AIEnrichmentReady msg='status=True reason=AIEnrichmentCompleted message=AI enrichment seed=Succeeded, tests=Succeeded'
- type=PreviewCondition resource=MigrationReady msg='status=True reason=JobAlreadySucceeded message=Database migration job already completed'
- type=PreviewCondition resource=SeedReady msg='status=True reason=TaskDisabled message=Database seed task is disabled'
- type=PreviewCondition resource=Approved msg='status=True reason=Approved message=Approved by: '
- type=PreviewCondition resource=Ready msg='status=True reason=AllResourcesReady message=Preview environment running at http://pr-9406.preview.ihsenalaya.xyz'
- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=e2e msg='phase=Skipped passed=0 failed=0'
- type=TestResult resource=regression msg='phase=Succeeded passed=9 failed=0 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 PASS regression product_detail: 200 PASS regression product_not_found: 404 PASS regressi…'
- type=TestResult resource=contract msg='phase=Failed passed=0 failed=1 FAIL contract: submit failed: HTTP 500: {""timestamp"":1779516784805,""status"":500,""error"":""Internal Server Error"",""path"":""/api/tests""}'",backend,,,1,,1,The contract test failure with HTTP 500 points to the backend service as the failing component.,"```json
{
  ""correct"": true,
  ""reason"": ""The contract test failure with HTTP 500 points to the backend service as the failing component.""
}
```"
K0268,F5-r3-C1-llm-freeform,,unknown,,,0,,0,The diagnosis 'unknown' is not a valid component diagnosis based on the evidence.,"```json
{
  ""correct"": false,
  ""reason"": ""The diagnosis 'unknown' is not a valid component diagnosis based on the evidence.""
}
```"
K0269,F9-r6-C3-llm-grounded,"- type=TestResult resource=regression msg='phase=Failed passed=7 failed=2 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 FAIL regression product_detail: expected 200 got 404 PASS regression product_not_found: 404…'
- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=e2e msg='phase=Failed passed=1 failed=5 FAIL e2e catalog_page_loads: timeout — Locator.wait_for: Timeout 10000ms exceeded. PASS e2e preview_badge_shown FAIL e2e product_detail_panel: timeout — Locator.wait_for: Timeout 10000ms ex…'
- type=TestResult resource=contract msg='phase=Failed passed=0 failed=1 FAIL contract: submit failed: HTTP 500: {""timestamp"":1779533174299,""status"":500,""error"":""Internal Server Error"",""path"":""/api/tests""}'",application,,,0,,1,"The evidence shows consistent failures in product detail endpoints and timeouts, indicating the application logic or data layer is likely at fault.","```json
{
  ""correct"": true,
  ""reason"": ""The evidence shows consistent failures in product detail endpoints and timeouts, indicating the application logic or data layer is likely at fault.""
}
```"
K0270,F10-r3-C5-llm-grounded,"- type=ChangedFile resource=tests/e2e.py msg='type=backend'
- type=GitDiff resource=ihsenalaya/idp-preview msg='diff stored in ConfigMap ""preview-diff-pr-10003"" (key diff.patch)'
- type=PreviewCondition resource=AIEnrichmentReady msg='status=True reason=AIEnrichmentCompleted message=AI enrichment seed=Succeeded, tests=Succeeded'
- type=PreviewCondition resource=MigrationReady msg='status=True reason=JobAlreadySucceeded message=Database migration job already completed'
- type=PreviewCondition resource=SeedReady msg='status=True reason=TaskDisabled message=Database seed task is disabled'
- type=PreviewCondition resource=Ready msg='status=True reason=AllResourcesReady message=Preview environment running at http://pr-10003.preview.ihsenalaya.xyz'
- type=PreviewCondition resource=DatabaseReady msg='status=True reason=PostgreSQLProvisioned message=PostgreSQL 15 running — credentials in secret preview-pr-10003/postgres-credentials'
- type=PreviewCondition resource=Approved msg='status=True reason=Approved message=Approved by: '
- type=PreviewCondition resource=TestSuiteReady msg='status=False reason=TestSuiteFailed message=smoke=Succeeded(2p/0f), contract=Failed(0p/1f), regression=Succeeded(9p/0f), e2e=Failed(1p/5f)'
- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=regression msg='phase=Succeeded passed=9 failed=0 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 PASS regression product_detail: 200 PASS regression product_not_found: 404 PASS regressi…'
- type=TestResult resource=e2e msg='phase=Failed passed=1 failed=5 FAIL e2e catalog_page_loads: timeout — Locator.wait_for: Timeout 10000ms exceeded. PASS e2e preview_badge_shown FAIL e2e product_detail_panel: timeout — Locator.wait_for: Timeout 10000ms ex…'
- type=TestResult resource=contract msg='phase=Failed passed=0 failed=1 FAIL contract: submit failed: HTTP 500: {""timestamp"":1779535184685,""status"":500,""error"":""Internal Server Error"",""path"":""/api/tests""}'",e2e tests,,,0,,0,"The failing component is the contract test runner or backend API, not the e2e tests.","```json
{
  ""correct"": false,
  ""reason"": ""The failing component is the contract test runner or backend API, not the e2e tests.""
}
```"
